,actions,assets,dates
883,-1,MCHX,2010-03-10
884,0,CPB,2010-03-10
885,-1,TTWO,2010-03-10
886,1,CASY,2010-03-10
887,-1,FSBK,2010-03-10
888,-1,FOLD,2010-03-10
889,1,CRMT,2010-03-10
890,-1,VVUS,2010-03-10
891,0,MDT,2010-03-10
892,0,LION,2010-03-10
893,-1,MS,2010-03-10
894,0,BLK,2010-03-10
895,-1,RNWK,2010-03-10
896,-1,JMBA,2010-03-10
897,1,EXEL,2010-03-10
898,-1,AMSWA,2010-03-10
899,-1,LSCC,2010-03-10
900,-1,VICR,2010-03-10
901,1,AVAV,2010-03-10
902,-1,IPAR,2010-03-10
903,1,EXAC,2010-03-10
904,-1,PXLW,2010-03-10
905,-1,MMSI,2010-03-10
906,0,EVBS,2010-03-11
907,1,EML,2010-03-11
908,0,ARTNA,2010-03-11
909,-1,STKL,2010-03-11
910,0,CASS,2010-03-11
911,0,PNC,2010-03-11
912,-1,CYBE,2010-03-11
913,1,BBGI,2010-03-11
914,-1,MTEX,2010-03-11
915,-1,CERS,2010-03-11
916,1,UNFI,2010-03-11
917,-1,ICFI,2010-03-11
918,0,BWINB,2010-03-11
919,-1,OREX,2010-03-11
920,0,KTOS,2010-03-11
921,0,BDGE,2010-03-11
922,0,RBCAA,2010-03-11
923,-1,DGICA,2010-03-11
924,-1,CVGW,2010-03-11
925,-1,CRM,2010-03-11
926,-1,LINC,2010-03-11
927,-1,ELON,2010-03-11
928,0,HBIO,2010-03-11
929,0,YORW,2010-03-11
930,0,SJM,2010-03-11
931,-1,RCMT,2010-03-11
932,0,NDSN,2010-03-11
933,-1,XOMA,2010-03-11
934,0,TCBK,2010-03-11
935,-1,FFNW,2010-03-11
936,-1,ALOG,2010-03-11
937,-1,CYTK,2010-03-11
938,-1,WINA,2010-03-11
939,0,HURC,2010-03-11
940,-1,RFIL,2010-03-11
941,-1,ACHN,2010-03-11
942,1,LPSN,2010-03-11
943,-1,PLAB,2010-03-11
944,0,CNBKA,2010-03-11
945,0,OZRK,2010-03-11
946,0,HPQ,2010-03-11
947,-1,PRIM,2010-03-11
948,-1,INOD,2010-03-11
949,0,FIZZ,2010-03-11
950,0,ANAT,2010-03-12
951,1,BSRR,2010-03-12
952,-1,WLB,2010-03-12
953,0,BCPC,2010-03-12
954,1,WEYS,2010-03-12
955,0,ATRI,2010-03-12
956,0,COLM,2010-03-12
957,0,FSTR,2010-03-12
958,-1,MNTA,2010-03-12
959,-1,FORR,2010-03-12
960,0,KEQU,2010-03-12
961,0,PWOD,2010-03-12
962,0,SASR,2010-03-12
963,-1,GPOR,2010-03-12
964,-1,CVGI,2010-03-12
965,-1,WTBA,2010-03-12
966,0,HBNC,2010-03-12
967,-1,FCEL,2010-03-12
968,-1,SGEN,2010-03-12
969,0,DCOM,2010-03-12
970,0,FISI,2010-03-12
971,1,SHOO,2010-03-12
972,0,SYBT,2010-03-12
973,-1,AREX,2010-03-12
974,0,STB,2010-03-12
975,-1,SALM,2010-03-12
976,1,LLNW,2010-03-12
977,-1,GNVC,2010-03-12
978,1,BRKR,2010-03-12
979,0,CTBI,2010-03-12
980,-1,HALO,2010-03-12
981,0,CORE,2010-03-12
982,-1,NXTM,2010-03-12
983,-1,QUIK,2010-03-12
984,-1,PRSC,2010-03-12
985,1,CPRT,2010-03-12
986,1,AMRI,2010-03-12
987,0,AMNB,2010-03-12
988,1,OPTT,2010-03-12
989,0,ASCMA,2010-03-12
990,-1,INFI,2010-03-12
991,0,DUK,2010-03-12
992,1,MLNK,2010-03-12
993,1,BELFB,2010-03-12
994,0,CAC,2010-03-12
995,0,FBIZ,2010-03-12
996,0,GBCI,2010-03-12
997,-1,RMTI,2010-03-12
998,1,SHLD,2010-03-12
999,0,UBNK,2010-03-12
1000,0,EBTC,2010-03-12
1001,0,ARII,2010-03-12
1002,0,GNCMA,2010-03-12
1003,-1,BOOM,2010-03-12
1004,0,TGT,2010-03-12
1005,-1,BPFH,2010-03-12
1006,-1,ENOC,2010-03-12
1007,0,QUMU,2010-03-12
1008,0,FNLC,2010-03-12
1009,0,STRL,2010-03-15
1010,0,HAFC,2010-03-15
1011,-1,PTSI,2010-03-15
1012,-1,TICC,2010-03-15
1013,0,OCFC,2010-03-15
1014,-1,PGNX,2010-03-15
1015,0,EMCI,2010-03-15
1016,0,SYNT,2010-03-15
1017,0,HBCP,2010-03-15
1018,0,LHCG,2010-03-15
1019,-1,LORL,2010-03-15
1020,0,NRIM,2010-03-15
1021,-1,TTMI,2010-03-15
1022,-1,CIZN,2010-03-15
1023,0,SAFT,2010-03-15
1024,1,MGI,2010-03-15
1025,-1,OSUR,2010-03-15
1026,1,MDSO,2010-03-15
1027,0,NWFL,2010-03-15
1028,-1,NEWT,2010-03-15
1029,-1,PKOH,2010-03-15
1030,-1,MYRG,2010-03-15
1031,-1,HDNG,2010-03-15
1032,-1,GHDX,2010-03-15
1033,0,RAIL,2010-03-15
1034,0,MBTF,2010-03-15
1035,0,EDGW,2010-03-15
1036,-1,SPNC,2010-03-15
1037,-1,STMP,2010-03-15
1038,1,UEIC,2010-03-15
1039,1,FFKT,2010-03-15
1040,-1,RSYS,2010-03-15
1041,-1,SNHY,2010-03-15
1042,0,CHMG,2010-03-15
1043,-1,CUTR,2010-03-15
1044,-1,MRTN,2010-03-15
1045,-1,VNDA,2010-03-15
1046,-1,ZIXI,2010-03-15
1047,0,CIZN,2010-03-15
1048,1,UTSI,2010-03-15
1049,-1,PRTS,2010-03-15
1050,-1,BSTC,2010-03-15
1051,-1,SGYP,2010-03-15
1052,0,PFIS,2010-03-15
1053,0,SCMP,2010-03-15
1054,-1,AGEN,2010-03-15
1055,-1,PLPC,2010-03-15
1056,-1,CBAN,2010-03-15
1057,-1,ERII,2010-03-15
1058,0,BMTC,2010-03-15
1059,-1,ZAGG,2010-03-15
1060,0,CEVA,2010-03-15
1061,0,BABY,2010-03-15
1062,1,HWCC,2010-03-15
1063,-1,IPGP,2010-03-15
1064,1,MBWM,2010-03-15
1065,-1,NXST,2010-03-15
1066,0,BNCL,2010-03-15
1067,0,PACW,2010-03-15
1068,0,AAON,2010-03-15
1069,-1,ATHN,2010-03-15
1070,-1,ACLS,2010-03-15
1071,0,FFIC,2010-03-15
1072,-1,PNBK,2010-03-15
1073,1,CCRN,2010-03-15
1074,-1,CDZI,2010-03-15
1075,0,CTWS,2010-03-15
1076,1,BBSI,2010-03-15
1077,1,ATNI,2010-03-16
1078,0,USAK,2010-03-16
1079,0,HTLF,2010-03-16
1080,0,SPAR,2010-03-16
1081,-1,NWLI,2010-03-16
1082,0,IPAS,2010-03-16
1083,-1,SRPT,2010-03-16
1084,1,TTGT,2010-03-16
1085,-1,ANIK,2010-03-16
1086,-1,AVHI,2010-03-16
1087,0,TBBK,2010-03-16
1088,-1,ARNA,2010-03-16
1089,0,EBSB,2010-03-16
1090,-1,BUSE,2010-03-16
1091,-1,DVAX,2010-03-16
1092,0,EEI,2010-03-16
1093,-1,SCLN,2010-03-16
1094,0,NFBK,2010-03-16
1095,-1,DSPG,2010-03-16
1096,1,CENX,2010-03-16
1097,-1,NVAX,2010-03-16
1098,-1,FRME,2010-03-16
1099,-1,GAIA,2010-03-16
1100,1,CATY,2010-03-16
1101,-1,MNKD,2010-03-16
1102,-1,IIN,2010-03-16
1103,-1,PCBK,2010-03-16
1104,-1,MDCO,2010-03-16
1105,-1,LBAI,2010-03-16
1106,-1,MCRI,2010-03-16
1107,0,EGOV,2010-03-16
1108,-1,CLUB,2010-03-16
1109,-1,TZOO,2010-03-16
1110,-1,INSM,2010-03-16
1111,1,EXLS,2010-03-16
1112,1,YRCW,2010-03-16
1113,-1,CRAY,2010-03-16
1114,0,BANR,2010-03-16
1115,0,NWBI,2010-03-16
1116,-1,PGC,2010-03-16
1117,-1,FBNC,2010-03-16
1118,0,WSFS,2010-03-16
1119,0,THFF,2010-03-16
1120,-1,MHLD,2010-03-16
1121,-1,PLUG,2010-03-16
1122,-1,EFSC,2010-03-16
1123,-1,EBIX,2010-03-16
1124,0,BANF,2010-03-16
1125,0,IBKC,2010-03-16
1126,0,PTC,2010-03-16
1127,-1,FRBK,2010-03-16
1128,0,BGCP,2010-03-16
1129,-1,INTX,2010-03-16
1130,0,FFBC,2010-03-16
1131,-1,PCTI,2010-03-16
1132,-1,SNBC,2010-03-16
1133,-1,IRDM,2010-03-16
1134,-1,ZN,2010-03-16
1135,-1,CWCO,2010-03-16
1136,1,ORBC,2010-03-16
1137,1,SHBI,2010-03-16
1138,1,ABCB,2010-03-16
1139,1,OSBC,2010-03-16
1140,1,TILE,2010-03-16
1141,-1,MPB,2010-03-16
1142,1,WLFC,2010-03-16
1143,0,AFSI,2010-03-16
1144,-1,ASRV,2010-03-16
1145,-1,AVID,2010-03-16
1146,-1,PDFS,2010-03-16
1147,1,DRAM,2010-03-16
1148,0,RAIL,2010-03-16
1149,0,UBSH,2010-03-16
1150,1,CRZO,2010-03-16
1151,-1,ULBI,2010-03-16
1152,1,ELON,2010-03-16
1153,-1,TACT,2010-03-16
1154,0,OVBC,2010-03-16
1155,1,ASPS,2010-03-17
1156,-1,HTBK,2010-03-17
1157,-1,FEIM,2010-03-17
1158,0,OPK,2010-03-17
1159,-1,SATS,2010-03-17
1160,0,ECHO,2010-03-17
1161,0,OFLX,2010-03-17
1162,-1,JAKK,2010-03-17
1163,0,WMAR,2010-03-17
1164,0,COST,2010-03-17
1165,0,VRNT,2010-03-17
1166,-1,NVDA,2010-03-18
1167,0,TGT,2010-03-18
1168,0,AZO,2010-03-18
1169,0,PMBC,2010-03-18
1170,1,JCS,2010-03-18
1171,-1,UNTY,2010-03-18
1172,1,UCFC,2010-03-18
1173,-1,PDFS,2010-03-18
1174,0,MFSF,2010-03-18
1175,-1,LCUT,2010-03-18
1176,1,AMOT,2010-03-18
1177,-1,STRL,2010-03-18
1178,0,COKE,2010-03-18
1179,-1,SMTX,2010-03-19
1180,-1,CPIX,2010-03-19
1181,-1,SPWR,2010-03-19
1182,0,DLTR,2010-03-19
1183,0,ADSK,2010-03-19
1184,0,MORN,2010-03-19
1185,-1,ADXS,2010-03-19
1186,-1,FDX,2010-03-19
1187,1,DAVE,2010-03-19
1188,0,KSS,2010-03-19
1189,-1,AXTI,2010-03-22
1190,0,JWN,2010-03-22
1191,1,SBBX,2010-03-22
1192,1,SYNL,2010-03-22
1193,1,DXPE,2010-03-23
1194,-1,ZUMZ,2010-03-23
1195,-1,SYPR,2010-03-23
1196,0,WEN,2010-03-23
1197,-1,CBPO,2010-03-23
1198,0,NICK,2010-03-23
1199,-1,SBCF,2010-03-23
1200,0,GIS,2010-03-24
1201,0,CVLY,2010-03-24
1202,-1,STAA,2010-03-24
1203,-1,MNOV,2010-03-24
1204,1,TECD,2010-03-24
1205,0,FNBG,2010-03-24
1206,-1,SIFI,2010-03-24
1207,-1,GSBC,2010-03-24
1208,-1,JAZZ,2010-03-24
1209,0,PAYX,2010-03-24
1210,1,STAA,2010-03-24
1211,-1,YRCW,2010-03-25
1212,0,COWN,2010-03-25
1213,0,SRNE,2010-03-25
1214,-1,LULU,2010-03-25
1215,0,UG,2010-03-25
1216,-1,CSFL,2010-03-25
1217,0,HD,2010-03-25
1218,0,NYNY,2010-03-25
1219,-1,OSBC,2010-03-25
1220,0,BMRN,2010-03-25
1221,1,CONN,2010-03-25
1222,0,HALL,2010-03-25
1223,-1,PEBK,2010-03-25
1224,-1,BSQR,2010-03-25
1225,0,GPS,2010-03-26
1226,0,TLF,2010-03-26
1227,1,SNAK,2010-03-26
1228,0,FNBG,2010-03-26
1229,-1,TTEK,2010-03-26
1230,-1,HSTM,2010-03-26
1231,0,LARK,2010-03-26
1232,0,CWBC,2010-03-26
1233,-1,MOSY,2010-03-26
1234,0,ACN,2010-03-26
1235,-1,NANO,2010-03-26
1236,-1,FNHC,2010-03-26
1237,0,HIBB,2010-03-26
1238,0,UBOH,2010-03-26
1239,-1,AAME,2010-03-26
1240,-1,FCCY,2010-03-26
1241,1,IP,2010-03-26
1242,-1,NSEC,2010-03-26
1243,-1,CSII,2010-03-26
1244,-1,PLCE,2010-03-26
1245,0,CWBC,2010-03-29
1246,1,MFSF,2010-03-29
1247,1,CRAI,2010-03-29
1248,-1,LMAT,2010-03-29
1249,-1,FL,2010-03-29
1250,1,CTHR,2010-03-29
1251,0,PRGX,2010-03-29
1252,0,PPBI,2010-03-29
1253,0,ANCX,2010-03-29
1254,-1,BREW,2010-03-29
1255,1,ADUS,2010-03-29
1256,1,CECE,2010-03-29
1257,-1,CYCC,2010-03-29
1258,-1,ORCL,2010-03-29
1259,0,BNCN,2010-03-30
1260,-1,NMRX,2010-03-30
1261,0,KR,2010-03-30
1262,-1,SIG,2010-03-30
1263,-1,WLDN,2010-03-30
1264,-1,MCBC,2010-03-30
1265,-1,CZFC,2010-03-30
1266,-1,IMMR,2010-03-30
1267,-1,CVTI,2010-03-30
1268,-1,FBMS,2010-03-30
1269,0,BCBP,2010-03-30
1270,-1,UCTT,2010-03-30
1271,-1,ATRC,2010-03-30
1272,0,UNAM,2010-03-30
1273,0,LOW,2010-03-30
1274,0,ROST,2010-03-30
1275,0,TIF,2010-03-30
1276,0,TJX,2010-03-30
1277,-1,GPIC,2010-03-30
1278,0,MRK,2010-03-30
1279,1,RBPAA,2010-03-30
1280,-1,PFBI,2010-03-30
1281,-1,IRWD,2010-03-30
1282,-1,AUBN,2010-03-30
1283,-1,ANIP,2010-03-30
1284,0,GFED,2010-03-30
1285,-1,PATK,2010-03-30
1286,0,WMT,2010-03-30
1287,0,LOW,2010-03-30
1288,0,TIVO,2010-03-31
1289,-1,HPJ,2010-03-31
1290,1,CALM,2010-03-31
1291,-1,TESO,2010-03-31
1292,-1,UBFO,2010-03-31
1293,0,TBNK,2010-03-31
1294,-1,SNFCA,2010-03-31
1295,-1,OSTK,2010-03-31
1296,-1,XBKS,2010-03-31
1297,0,TRCB,2010-03-31
1298,-1,OSTK,2010-03-31
1299,-1,ATSG,2010-03-31
1300,-1,DG,2010-03-31
1301,-1,ACFC,2010-03-31
1302,0,LWAY,2010-03-31
1303,-1,OMER,2010-03-31
1304,0,AYI,2010-03-31
1305,1,SHLM,2010-03-31
1306,-1,ULTA,2010-03-31
1307,0,CHCO,2010-03-31
1308,1,STRS,2010-03-31
1309,1,IDSY,2010-03-31
1310,0,LSBK,2010-03-31
1311,-1,OSTK,2010-03-31
1312,0,MKC,2010-03-31
1313,0,AIG,2010-03-31
1314,-1,OSTK,2010-03-31
1315,1,UNB,2010-03-31
1316,1,IRIX,2010-03-31
1317,-1,ARTX,2010-03-31
1318,-1,HFBC,2010-03-31
1319,-1,KNDI,2010-03-31
1320,-1,ACXM,2010-03-31
1321,-1,NNBR,2010-03-31
1322,0,AMG,2010-03-31
1323,-1,GLUU,2010-03-31
1324,1,BNCN,2010-03-31
1325,-1,MRVL,2010-03-31
1326,-1,PVH,2010-03-31
1327,0,RAVN,2010-03-31
1328,1,URBN,2010-04-01
1329,0,PMBC,2010-04-01
1330,0,GPN,2010-04-01
1331,-1,CUI,2010-04-01
1332,0,COP,2010-04-01
1333,-1,SMTC,2010-04-01
1334,0,CCL,2010-04-01
1335,-1,SIGM,2010-04-01
1336,-1,STAA,2010-04-01
1337,-1,CPSS,2010-04-01
1338,0,FCBC,2010-04-01
1339,-1,MOS,2010-04-01
1340,0,LOW,2010-04-12
1341,1,CONN,2010-04-12
1342,1,ABCB,2010-04-13
1343,0,PERY,2010-04-13
1344,0,NAUH,2010-04-13
1345,-1,CTRN,2010-04-14
1346,-1,CXDC,2010-04-14
1347,0,PYDS,2010-04-15
1348,0,SMRT,2010-04-15
1349,-1,OHGI,2010-04-15
1350,-1,SCVL,2010-04-15
1351,1,GIII,2010-04-15
1352,-1,KIRK,2010-04-15
1353,1,FRED,2010-04-15
1354,-1,HOFT,2010-04-15
1355,-1,FLWS,2010-04-15
1356,0,TWMC,2010-04-15
1357,-1,CHKE,2010-04-15
1358,-1,TITN,2010-04-15
1359,-1,ESCA,2010-04-16
1360,-1,BONT,2010-04-16
1361,-1,VIRC,2010-04-16
1362,0,TSS,2010-04-16
1363,-1,STRM,2010-04-16
1364,1,LAKE,2010-04-16
1365,-1,HCSG,2010-04-19
1366,0,CSX,2010-04-19
1367,1,ISRG,2010-04-20
1368,-1,BIIB,2010-04-20
1369,-1,NMRX,2010-04-20
1370,0,YUM,2010-04-21
1371,-1,AAL,2010-04-21
1372,-1,UFPI,2010-04-21
1373,-1,URI,2010-04-21
1374,0,BA,2010-04-21
1375,-1,URI,2010-04-21
1376,-1,QCOM,2010-04-21
1377,-1,CREE,2010-04-21
1378,0,AAPL,2010-04-21
1379,-1,WINA,2010-04-21
1380,0,LMT,2010-04-21
1381,0,RTN,2010-04-22
1382,0,MSFT,2010-04-22
1383,-1,PEBO,2010-04-22
1384,-1,JJSF,2010-04-22
1385,0,DHR,2010-04-22
1386,-1,TCBI,2010-04-22
1387,0,HAL,2010-04-22
1388,0,MA,2010-04-22
1389,1,DAL,2010-04-22
1390,1,SRCE,2010-04-22
1391,-1,PEGA,2010-04-22
1392,-1,AZPN,2010-04-22
1393,-1,GIFI,2010-04-22
1394,-1,SGMO,2010-04-22
1395,-1,CMG,2010-04-23
1396,-1,AN,2010-04-23
1397,0,FLXS,2010-04-23
1398,-1,AMZN,2010-04-23
1399,1,WWD,2010-04-23
1400,0,IDXX,2010-04-23
1401,0,TRV,2010-04-23
1402,0,CMS,2010-04-23
1403,0,TROW,2010-04-23
1404,-1,MAR,2010-04-23
1405,0,UNP,2010-04-23
1406,1,COL,2010-04-23
1407,-1,CSGP,2010-04-23
1408,0,HON,2010-04-23
1409,-1,ICUI,2010-04-23
1410,0,SGC,2010-04-23
1411,0,OMC,2010-04-23
1412,0,EXC,2010-04-23
1413,-1,HUBG,2010-04-23
1414,-1,RBCAA,2010-04-23
1415,0,CMS,2010-04-23
1416,0,PEP,2010-04-23
1417,0,DOV,2010-04-23
1418,0,BCR,2010-04-26
1419,-1,LUV,2010-04-26
1420,0,OVBC,2010-04-26
1421,1,DGX,2010-04-26
1422,0,AJG,2010-04-26
1423,0,BFIN,2010-04-26
1424,0,UTX,2010-04-26
1425,-1,WHR,2010-04-26
1426,0,PPG,2010-04-26
1427,-1,IIIN,2010-04-26
1428,0,APD,2010-04-26
1429,0,EMN,2010-04-26
1430,0,DD,2010-04-27
1431,1,PFIN,2010-04-27
1432,0,CNC,2010-04-27
1433,-1,UTSI,2010-04-27
1434,0,PPL,2010-04-27
1435,0,BBBY,2010-04-27
1436,1,SONS,2010-04-27
1437,1,KMX,2010-04-27
1438,1,OSIS,2010-04-27
1439,-1,ODP,2010-04-27
1440,0,PNR,2010-04-27
1441,0,EL,2010-04-27
1442,-1,UAL,2010-04-27
1443,-1,HCP,2010-04-27
1444,1,HUM,2010-04-27
1445,0,CPLA,2010-04-27
1446,0,FAST,2010-04-27
1447,-1,ECPG,2010-04-27
1448,-1,HA,2010-04-27
1449,0,NEM,2010-04-27
1450,-1,KSU,2010-04-27
1451,1,AMED,2010-04-27
1452,0,VZ,2010-04-28
1453,0,CINF,2010-04-28
1454,-1,BBY,2010-04-28
1455,1,NFLX,2010-04-28
1456,0,ALL,2010-04-28
1457,1,GBNK,2010-04-28
1458,0,EBAY,2010-04-28
1459,1,RRC,2010-04-28
1460,-1,CVCO,2010-04-28
1461,0,CMCSA,2010-04-28
1462,-1,MAR,2010-04-28
1463,-1,VECO,2010-04-28
1464,0,GT,2010-04-28
1465,1,LH,2010-04-28
1466,0,PX,2010-04-28
1467,-1,APOG,2010-04-28
1468,0,SHW,2010-04-28
1469,-1,EQIX,2010-04-28
1470,-1,SRPT,2010-04-28
1471,0,NOC,2010-04-28
1472,0,SLB,2010-04-28
1473,-1,ESRX,2010-04-28
1474,1,EQT,2010-04-28
1475,0,GNCMA,2010-04-28
1476,0,ETN,2010-04-28
1477,-1,HSON,2010-04-28
1478,-1,PRXL,2010-04-28
1479,0,MAT,2010-04-28
1480,-1,VRSN,2010-04-28
1481,0,MO,2010-04-28
1482,-1,CLUB,2010-04-28
1483,0,WM,2010-04-29
1484,0,XRAY,2010-04-29
1485,0,JEC,2010-04-29
1486,0,CL,2010-04-29
1487,0,EFX,2010-04-29
1488,0,VIA,2010-04-29
1489,0,SIGI,2010-04-29
1490,-1,DRAD,2010-04-29
1491,-1,SLAB,2010-04-29
1492,0,HURN,2010-04-29
1493,-1,JBHT,2010-04-29
1494,0,RHT,2010-04-29
1495,-1,MPWR,2010-04-29
1496,-1,EML,2010-04-29
1497,1,DXYN,2010-04-29
1498,0,REGN,2010-04-29
1499,1,CACC,2010-04-29
1500,0,RAI,2010-04-29
1501,-1,SNMX,2010-04-29
1502,0,KO,2010-04-29
1503,1,OFIX,2010-04-29
1504,-1,AWRE,2010-04-29
1505,1,BLDR,2010-04-29
1506,-1,KTOS,2010-04-29
1507,-1,WTBA,2010-04-29
1508,-1,ENTG,2010-04-29
1509,-1,LAWS,2010-04-29
1510,0,HIG,2010-04-29
1511,-1,SRNE,2010-04-29
1512,1,SWN,2010-04-29
1513,1,BOOM,2010-04-29
1514,0,CHFC,2010-04-29
1515,1,RCL,2010-04-29
1516,-1,RSYS,2010-04-29
1517,0,OKE,2010-04-29
1518,0,ACIW,2010-04-29
1519,1,BWA,2010-04-29
1520,-1,UTHR,2010-04-29
1521,-1,CMI,2010-04-29
1522,0,HRS,2010-04-29
1523,-1,ANSS,2010-04-29
1524,-1,DORM,2010-04-29
1525,-1,MCBC,2010-04-29
1526,-1,KALU,2010-04-29
1527,-1,TEL,2010-04-29
1528,0,DTE,2010-04-29
1529,0,AET,2010-04-29
1530,0,PRGO,2010-04-29
1531,1,IPG,2010-04-29
1532,0,D,2010-04-29
1533,0,BMY,2010-04-29
1534,1,PCH,2010-04-29
1535,0,STZ,2010-04-29
1536,0,SYK,2010-04-29
1537,0,HBI,2010-04-29
1538,1,IDCC,2010-04-29
1539,1,ZEUS,2010-04-29
1540,-1,FWRD,2010-04-29
1541,-1,JBSS,2010-04-29
1542,1,PNBK,2010-04-29
1543,1,LOGM,2010-04-29
1544,-1,NBIX,2010-04-29
1545,-1,AFAM,2010-04-29
1546,0,O,2010-04-29
1547,1,BOFI,2010-04-29
1548,0,NBL,2010-04-29
1549,1,NUTR,2010-04-29
1550,1,FSLR,2010-04-29
1551,1,CZFC,2010-04-30
1552,-1,IMGN,2010-04-30
1553,-1,MSCC,2010-04-30
1554,-1,ITIC,2010-04-30
1555,0,NRG,2010-04-30
1556,1,IMKTA,2010-04-30
1557,1,MAS,2010-04-30
1558,1,MANH,2010-04-30
1559,1,MVIS,2010-04-30
1560,1,SANM,2010-04-30
1561,0,RSG,2010-04-30
1562,-1,BRKL,2010-04-30
1563,-1,TRS,2010-04-30
1564,-1,LPNT,2010-04-30
1565,0,PG,2010-04-30
1566,1,MKTX,2010-04-30
1567,0,POOL,2010-04-30
1568,1,LB,2010-04-30
1569,1,CERN,2010-04-30
1570,0,BLL,2010-04-30
1571,1,TXN,2010-04-30
1572,1,RNWK,2010-04-30
1573,-1,CDNS,2010-04-30
1574,1,DHI,2010-04-30
1575,-1,VSEC,2010-04-30
1576,-1,VTR,2010-04-30
1577,0,LKQ,2010-04-30
1578,-1,ILMN,2010-04-30
1579,0,ISBC,2010-04-30
1580,-1,USLM,2010-04-30
1581,1,SFST,2010-04-30
1582,0,BOKF,2010-04-30
1583,-1,MGLN,2010-04-30
1584,-1,WYN,2010-04-30
1585,1,FTI,2010-04-30
1586,0,CMA,2010-04-30
1587,1,OTEX,2010-04-30
1588,0,ECOL,2010-04-30
1589,-1,RCII,2010-04-30
1590,0,ALGT,2010-04-30
1591,0,MYL,2010-04-30
1592,0,USAK,2010-04-30
1593,0,GLW,2010-04-30
1594,-1,ONB,2010-04-30
1595,0,EA,2010-04-30
1596,-1,CPSS,2010-04-30
1597,-1,LSTR,2010-04-30
1598,0,DISCA,2010-04-30
1599,1,FBIZ,2010-04-30
1600,-1,KLAC,2010-04-30
1601,-1,NYNY,2010-04-30
1602,-1,BFIN,2010-04-30
1603,0,LECO,2010-04-30
1604,1,COG,2010-04-30
1605,-1,EXTR,2010-04-30
1606,0,LLY,2010-04-30
1607,1,XOMA,2010-04-30
1608,-1,SNBC,2010-04-30
1609,-1,ASCMA,2010-04-30
1610,-1,TXT,2010-04-30
1611,1,KONA,2010-04-30
1612,-1,CCUR,2010-04-30
1613,0,NTRS,2010-04-30
1614,-1,MNKD,2010-04-30
1615,-1,WSBC,2010-04-30
1616,-1,TSO,2010-04-30
1617,0,WABC,2010-04-30
1618,1,PDLI,2010-04-30
1619,1,ICON,2010-04-30
1620,0,NSC,2010-04-30
1621,1,MOSY,2010-04-30
1622,0,XEL,2010-04-30
1623,0,WBMD,2010-04-30
1624,1,MANT,2010-04-30
1625,1,HAFC,2010-04-30
1626,1,WDC,2010-04-30
1627,-1,PTIE,2010-04-30
1628,-1,NFX,2010-04-30
1629,-1,TTEK,2010-04-30
1630,-1,TUES,2010-04-30
1631,-1,GERN,2010-04-30
1632,1,STRA,2010-04-30
1633,0,GGP,2010-04-30
1634,-1,EXPE,2010-04-30
1635,0,AEP,2010-04-30
1636,-1,ARRY,2010-05-03
1637,-1,SPWR,2010-05-03
1638,1,INOD,2010-05-03
1639,-1,FIBK,2010-05-03
1640,-1,CELG,2010-05-03
1641,-1,AIV,2010-05-03
1642,-1,SPWR,2010-05-03
1643,0,IART,2010-05-03
1644,-1,HST,2010-05-03
1645,-1,QDEL,2010-05-03
1646,1,ATHN,2010-05-03
1647,0,DVA,2010-05-03
1648,-1,SPWR,2010-05-03
1649,0,NEE,2010-05-03
1650,0,INTC,2010-05-03
1651,-1,VRTX,2010-05-03
1652,-1,TXN,2010-05-03
1653,1,GLRE,2010-05-03
1654,0,CGNX,2010-05-03
1655,1,CAT,2010-05-03
1656,-1,JBLU,2010-05-03
1657,1,RCKY,2010-05-03
1658,1,GPRE,2010-05-03
1659,0,ADTN,2010-05-03
1660,-1,BMRN,2010-05-03
1661,-1,SMTX,2010-05-03
1662,0,XRX,2010-05-03
1663,-1,UFCS,2010-05-03
1664,-1,RMBS,2010-05-03
1665,1,V,2010-05-03
1666,1,CUTR,2010-05-03
1667,0,SFLY,2010-05-03
1668,1,HSII,2010-05-03
1669,1,USAT,2010-05-03
1670,-1,DEPO,2010-05-04
1671,0,ABT,2010-05-04
1672,-1,AMSF,2010-05-04
1673,0,MSI,2010-05-04
1674,1,SYKE,2010-05-04
1675,-1,VNO,2010-05-04
1676,0,JCI,2010-05-04
1677,-1,CLFD,2010-05-04
1678,1,MET,2010-05-04
1679,-1,COHU,2010-05-04
1680,1,SBUX,2010-05-04
1681,-1,MERC,2010-05-04
1682,-1,RIGL,2010-05-04
1683,0,L,2010-05-04
1684,0,MCK,2010-05-04
1685,-1,BBGI,2010-05-04
1686,-1,CTG,2010-05-04
1687,-1,OCLR,2010-05-04
1688,1,TYPE,2010-05-04
1689,0,SRE,2010-05-04
1690,-1,IVAC,2010-05-04
1691,1,TSCO,2010-05-04
1692,-1,VRTS,2010-05-04
1693,0,HFWA,2010-05-04
1694,-1,LOPE,2010-05-04
1695,0,CLX,2010-05-04
1696,-1,FRT,2010-05-04
1697,-1,MXWL,2010-05-04
1698,-1,KOPN,2010-05-04
1699,-1,CSFL,2010-05-04
1700,1,GUID,2010-05-04
1701,-1,GLAD,2010-05-04
1702,-1,FISI,2010-05-04
1703,1,AMD,2010-05-04
1704,1,SNCR,2010-05-04
1705,0,AMP,2010-05-04
1706,-1,SYY,2010-05-04
1707,1,PTEN,2010-05-04
1708,0,EOG,2010-05-04
1709,0,EOG,2010-05-04
1710,0,FFIN,2010-05-04
